item_id,difficulty,difficulty_centered,easiness_z,loading_factor_1,loading_factor_2,dominant_factor,item_id_meta,selected_order,difficulty_meta,platform,question_content,starter_code,prompt,difficulty_laplace_se,difficulty_centered_laplace_se,difficulty_centered_laplace_lo,difficulty_centered_laplace_hi,solver_scores,question_id
abc373_f,7.427178382873535,6.758938312530518,-7.427178382873535,-0.6460456848144531,6.543663024902344,factor_2,abc373_f,526,hard,atcoder,,,,1.9249001741409302,1.9513845443725586,2.9342246055603027,10.58365249633789,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}",abc373_f
abc329_c,7.083407402038574,6.415167331695557,-7.083407402038574,1.5078696012496948,4.349853038787842,factor_2,abc329_c,382,medium,atcoder,,,,2.309945821762085,2.331027030944824,1.8463544845581055,10.983980178833008,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}",abc329_c
abc336_d,6.965606212615967,6.297366142272949,-6.965606212615967,-0.7492964267730713,6.456484794616699,factor_2,abc336_d,402,medium,atcoder,,,,1.8976980447769165,1.9246366024017334,2.525078296661377,10.06965446472168,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}",abc336_d
abc400_d,6.9226226806640625,6.254382610321045,-6.9226226806640625,0.2055758386850357,0.9821067452430725,factor_2,abc400_d,639,medium,atcoder,,,,2.9574594497680664,2.972257375717163,0.4287581443786621,12.080007553100586,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}",abc400_d
abc351_f,6.698077201843262,6.029837131500244,-6.698077201843262,-0.7116265296936035,6.180291175842285,factor_2,abc351_f,443,hard,atcoder,,,,1.841550350189209,1.8694645166397095,2.3656866550445557,9.693987846374512,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}",abc351_f
abc384_e,6.503884792327881,5.835644721984863,-6.503884792327881,0.1797514110803604,0.9292782545089722,factor_2,abc384_e,574,hard,atcoder,,,,2.6751058101654053,2.6923301219940186,0.5586776733398438,11.112611770629883,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}",abc384_e
abc353_d,6.491623878479004,5.823383808135986,-6.491623878479004,-0.7689652442932129,6.173195838928223,factor_2,abc353_d,448,medium,atcoder,,,,1.8298567533493042,1.8579808473587036,2.181741237640381,9.46502685546875,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}",abc353_d
abc393_f,6.486403942108154,5.818163871765137,-6.486403942108154,-0.7336999177932739,6.1013383865356445,factor_2,abc393_f,612,hard,atcoder,,,,1.818638801574707,1.8469665050506592,2.1981093883514404,9.438218116760254,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}",abc393_f
abc362_e,6.397298336029053,5.729058265686035,-6.397298336029053,0.17325197160243988,0.9157716035842896,factor_2,abc362_e,478,hard,atcoder,,,,2.6078784465789795,2.625744104385376,0.5825996398925781,10.875516891479492,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}",abc362_e
abc312_c,6.151390075683594,5.483150005340576,-6.151390075683594,-0.7280271649360657,5.809555530548096,factor_2,abc312_c,332,medium,atcoder,,,,1.7648963928222656,1.794231653213501,1.9664559364318848,8.99984359741211,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}",abc312_c
abc304_d,6.030269622802734,5.362029552459717,-6.030269622802734,-3.9833762645721436,3.206531047821045,factor_1,abc304_d,306,medium,atcoder,,,,15.289961814880371,15.271047592163086,-24.569223403930664,35.29328155517578,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}",abc304_d
abc353_c,6.025742053985596,5.357501983642578,-6.025742053985596,-0.741824209690094,5.736457824707031,factor_2,abc353_c,447,medium,atcoder,,,,1.7503806352615356,1.7799973487854004,1.8687071800231934,8.846296310424805,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}",abc353_c
abc325_d,6.0151448249816895,5.346904754638672,-6.0151448249816895,0.14808373153209686,0.8681961894035339,factor_2,abc325_d,369,hard,atcoder,,,,2.3819379806518555,2.402179479598999,0.6386327743530273,10.055176734924316,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}",abc325_d
abc302_d,5.845132827758789,5.1768927574157715,-5.845132827758789,-0.7328062057495117,5.584964752197266,factor_2,abc302_d,298,medium,atcoder,,,,1.7225241661071777,1.7526934146881104,1.7416136264801025,8.61217212677002,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}",abc302_d
abc331_d,5.841789245605469,5.173549175262451,-5.841789245605469,0.13724757730960846,0.8463553190231323,factor_2,abc331_d,390,hard,atcoder,,,,2.286372661590576,2.3077385425567627,0.6503815650939941,9.69671630859375,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}",abc331_d
abc303_c,5.693717002868652,5.025476932525635,-5.693717002868652,-0.3122817575931549,10.165474891662598,factor_2,abc303_c,302,medium,atcoder,,,,3.3613760471343994,3.373283863067627,-1.5861597061157227,11.637113571166992,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}",abc303_c
abc380_f,5.594327926635742,4.926087856292725,-5.594327926635742,0.11970865726470947,0.8159781098365784,factor_2,abc380_f,559,hard,atcoder,,,,2.1578283309936523,2.1808416843414307,0.6516380310058594,9.20053768157959,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}",abc380_f
abc377_d,5.5830488204956055,4.914808750152588,-5.5830488204956055,-0.6684483885765076,5.2020487785339355,factor_2,abc377_d,542,medium,atcoder,,,,1.663952350616455,1.6953374147415161,1.591947317123413,8.237669944763184,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}",abc377_d
abc323_e,5.440168380737305,4.771928310394287,-5.440168380737305,-3.6861462593078613,2.9393811225891113,factor_1,abc323_e,362,hard,atcoder,,,,11.527801513671875,11.515670776367188,-17.798786163330078,27.34264373779297,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}",abc323_e
abc345_d,5.227516174316406,4.559276103973389,-5.227516174316406,-0.7180556654930115,5.093111038208008,factor_2,abc345_d,427,hard,atcoder,,,,1.6370035409927368,1.6689743995666504,1.288086175918579,7.830466270446777,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}",abc345_d
abc342_d,5.180551052093506,4.512310981750488,-5.180551052093506,-0.6810084581375122,4.968446731567383,factor_2,abc342_d,419,medium,atcoder,,,,1.6193956136703491,1.6517586708068848,1.2748639583587646,7.749757766723633,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}",abc342_d
abc320_d,5.029323101043701,4.361083030700684,-5.029323101043701,-2.7443485260009766,2.4197683334350586,factor_1,abc320_d,351,medium,atcoder,,,,8.314169883728027,8.30870246887207,-11.92397403717041,20.646141052246094,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}",abc320_d
abc308_b,4.976412296295166,4.308172225952148,-4.976412296295166,0.9178832173347473,7.538781642913818,factor_2,abc308_b,316,easy,atcoder,,,,2.1334688663482666,2.156813859939575,0.08081674575805664,8.535528182983398,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}",abc308_b
abc303_b,4.952959060668945,4.284718990325928,-4.952959060668945,0.9221823811531067,7.350057601928711,factor_2,abc303_b,301,easy,atcoder,,,,2.0973398685455322,2.1211891174316406,0.12718820571899414,8.442249298095703,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}",abc303_b
abc369_d,4.894881725311279,4.226641654968262,-4.894881725311279,-2.316530466079712,2.2031452655792236,factor_1,abc369_d,509,medium,atcoder,,,,7.123610019683838,7.121047019958496,-9.730610847473145,18.183895111083984,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}",abc369_d
abc396_e,4.831354141235352,4.163114070892334,-4.831354141235352,-3.8815743923187256,2.925684690475464,factor_1,abc396_e,623,hard,atcoder,,,,9.250328063964844,9.242782592773438,-13.952739715576172,22.278968811035156,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}",abc396_e
abc324_e,4.824043273925781,4.155803203582764,-4.824043273925781,-2.1005709171295166,2.0901145935058594,factor_1,abc324_e,366,hard,atcoder,,,,6.501842021942139,6.5009613037109375,-8.586080551147461,16.897687911987305,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}",abc324_e
2878,4.610814094543457,3.9425740242004395,-4.610814094543457,-1.8592385053634644,-1.1301743984222412,factor_1,2878,37,medium,leetcode,,,,19.955297470092773,19.928607940673828,-35.11750030517578,43.002647399902344,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",2878
abc309_b,4.556708335876465,3.8884682655334473,-4.556708335876465,-2.9133827686309814,2.405095338821411,factor_1,abc309_b,321,easy,atcoder,,,,7.1311869621276855,7.128603935241699,-10.083595275878906,17.860532760620117,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}",abc309_b
2868,4.556685447692871,3.8884453773498535,-4.556685447692871,-2.355581760406494,-1.5231060981750488,factor_1,2868,33,medium,leetcode,,,,28.204986572265625,28.16524887084961,-51.3154411315918,59.09233474731445,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",2868
abc399_c,4.554953575134277,3.8867135047912598,-4.554953575134277,-0.34992438554763794,8.695108413696289,factor_2,abc399_c,633,medium,atcoder,,,,2.664149284362793,2.681476354598999,-1.3689804077148438,9.142407417297363,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}",abc399_c
3527,4.505120277404785,3.8368802070617676,-4.505120277404785,-1.4718093872070312,-0.8833716511726379,factor_1,3527,183,hard,leetcode,,,,14.400132179260254,14.38276481628418,-24.35334014892578,32.027099609375,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3527
abc365_d,4.453732013702393,3.785491943359375,-4.453732013702393,-2.9521257877349854,2.405337333679199,factor_1,abc365_d,490,medium,atcoder,,,,6.894035339355469,6.892077445983887,-9.722980499267578,17.293964385986328,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}",abc365_d
abc396_g,4.44236421585083,3.7741241455078125,-4.44236421585083,-3.3861098289489746,2.610639810562134,factor_1,abc396_g,625,hard,atcoder,,,,7.3663177490234375,7.363132476806641,-10.657615661621094,18.20586395263672,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}",abc396_g
abc330_d,4.269257545471191,3.601017475128174,-4.269257545471191,-2.3911635875701904,2.104435920715332,factor_1,abc330_d,386,medium,atcoder,,,,5.7292680740356445,5.730708599090576,-7.631171703338623,14.833206176757812,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}",abc330_d
abc396_c,4.250668525695801,3.582428455352783,-4.250668525695801,-2.2124922275543213,2.0217020511627197,factor_1,abc396_c,621,medium,atcoder,,,,5.445754528045654,5.4481306076049805,-7.095907688140869,14.260765075683594,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}",abc396_c
abc321_b,4.180039882659912,3.5117998123168945,-4.180039882659912,-0.2723471224308014,7.6647162437438965,factor_2,abc321_b,353,easy,atcoder,,,,2.2979092597961426,2.3191351890563965,-1.033705234527588,8.057304382324219,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}",abc321_b
abc344_d,4.169793128967285,3.5015530586242676,-4.169793128967285,-2.1053342819213867,1.9572077989578247,factor_1,abc344_d,424,hard,atcoder,,,,5.134527683258057,5.137995719909668,-6.568918704986572,13.572025299072266,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}",abc344_d
abc355_d,4.139652729034424,3.4714126586914062,-4.139652729034424,-4.0597076416015625,2.878601312637329,factor_1,abc355_d,456,medium,atcoder,,,,7.16030740737915,7.157649040222168,-10.55757999420166,17.500404357910156,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}",abc355_d
abc387_c,4.129303932189941,3.461063861846924,-4.129303932189941,-3.98075795173645,1.4507254362106323,factor_1,abc387_c,587,medium,atcoder,,,,10.20894718170166,10.199405670166016,-16.52977180480957,23.4518985748291,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",abc387_c
3781,4.108685493469238,3.4404454231262207,-4.108685493469238,-1.2217196226119995,-0.671143114566803,factor_1,3781,280,hard,leetcode,,,,9.46410846710205,9.456108093261719,-15.093526840209961,21.974416732788086,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3781
2817,4.029069423675537,3.3608293533325195,-4.029069423675537,-1.5700043439865112,-0.9540683031082153,factor_1,2817,18,medium,leetcode,,,,12.25367546081543,12.240177154541016,-20.62991714477539,27.351577758789062,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",2817
