question_id,judge_item_ids,judge_pair_ids,judge_splits,judge_orderings,judge_gold_labels,judge_n_pair_items,judge_difficulty_meta,judge_difficulty,judge_difficulty_centered,judge_difficulty_pair_sd,judge_difficulty_laplace_se,judge_difficulty_centered_laplace_se,judge_dominant_factors,judge_scores
3395,"['gemini_2.5_flash_lite:3395:72:bwd', 'claude_3.7_sonnet:3395:220:bwd', 'gemini_2.5_pro:3395:13:bwd', 'qwen3_235b:3395:31:bwd', 'gemini_2.5_flash:3395:338:bwd', 'claude_4_opus:3395:29:fwd']","['gemini_2.5_flash_lite:3395:72', 'claude_3.7_sonnet:3395:220', 'gemini_2.5_pro:3395:13', 'qwen3_235b:3395:31', 'gemini_2.5_flash:3395:338', 'claude_4_opus:3395:29']","['claude_3.7_sonnet', 'claude_4_opus', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro', 'qwen3_235b']","['bwd', 'fwd']","{'gemini_2.5_flash_lite:3395:72:bwd': 'B', 'claude_3.7_sonnet:3395:220:bwd': 'B', 'gemini_2.5_pro:3395:13:bwd': 'B', 'qwen3_235b:3395:31:bwd': 'B', 'gemini_2.5_flash:3395:338:bwd': 'B', 'claude_4_opus:3395:29:fwd': 'A'}",6,hard,0.0423268179098765,1.4564222693443298,4.110440407488081,1.984007406668949,1.9836892188863011,"{'gemini_2.5_flash_lite:3395:72:bwd': 'factor_1', 'claude_3.7_sonnet:3395:220:bwd': 'factor_1', 'gemini_2.5_pro:3395:13:bwd': 'factor_2', 'qwen3_235b:3395:31:bwd': 'factor_2', 'gemini_2.5_flash:3395:338:bwd': 'factor_2', 'claude_4_opus:3395:29:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.3333333333333333, 'mistral_14b': 0.5, 'mistral_3b': 0.16666666666666666, 'mistral_8b': 0.5, 'qwen3_5_0_8b': 0.16666666666666666, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.8333333333333334, 'qwen3_5_4b': 0.6666666666666666, 'qwen3_5_9b': 0.6666666666666666}"
3224,"['gemini_2.5_flash:3224:327:fwd', 'gemini_2.5_flash_lite:3224:44:fwd', 'claude_3.7_sonnet:3224:25:bwd']","['gemini_2.5_flash:3224:327', 'gemini_2.5_flash_lite:3224:44', 'claude_3.7_sonnet:3224:25']","['claude_3.7_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite']","['bwd', 'fwd']","{'gemini_2.5_flash:3224:327:fwd': 'A', 'gemini_2.5_flash_lite:3224:44:fwd': 'A', 'claude_3.7_sonnet:3224:25:bwd': 'B'}",3,hard,1.6686771710713704,3.082772692044576,3.8772613660546957,3.3548821364650863,3.354026256469423,"{'gemini_2.5_flash:3224:327:fwd': 'factor_2', 'gemini_2.5_flash_lite:3224:44:fwd': 'factor_2', 'claude_3.7_sonnet:3224:25:bwd': 'factor_2'}","{'claude_haiku_4_5': 0.3333333333333333, 'mistral_14b': 0.3333333333333333, 'mistral_3b': 0.6666666666666666, 'mistral_8b': 0.3333333333333333, 'qwen3_5_0_8b': 0.6666666666666666, 'qwen3_5_27b': 0.3333333333333333, 'qwen3_5_2b': 0.3333333333333333, 'qwen3_5_4b': 0.3333333333333333, 'qwen3_5_9b': 0.3333333333333333}"
abc340_e,"['gemini_2.5_flash:abc340_e:180:fwd', 'qwen3_235b:abc340_e:131:bwd', 'gemini_2.5_pro:abc340_e:94:fwd', 'gemini_2.5_flash_lite:abc340_e:242:bwd']","['gemini_2.5_flash:abc340_e:180', 'qwen3_235b:abc340_e:131', 'gemini_2.5_pro:abc340_e:94', 'gemini_2.5_flash_lite:abc340_e:242']","['gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro', 'qwen3_235b']","['bwd', 'fwd']","{'gemini_2.5_flash:abc340_e:180:fwd': 'A', 'qwen3_235b:abc340_e:131:bwd': 'B', 'gemini_2.5_pro:abc340_e:94:fwd': 'A', 'gemini_2.5_flash_lite:abc340_e:242:bwd': 'B'}",4,hard,-1.5745862126350403,-0.16049078106880188,3.925957784018121,3.864198845463917,3.862842680739371,"{'gemini_2.5_flash:abc340_e:180:fwd': 'factor_2', 'qwen3_235b:abc340_e:131:bwd': 'factor_2', 'gemini_2.5_pro:abc340_e:94:fwd': 'factor_2', 'gemini_2.5_flash_lite:abc340_e:242:bwd': 'factor_1'}","{'claude_haiku_4_5': 0.75, 'mistral_14b': 0.75, 'mistral_3b': 0.5, 'mistral_8b': 0.75, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 0.5, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 0.5}"
abc341_e,"['gemini_2.5_flash_lite:abc341_e:243:bwd', 'gemini_2.5_flash:abc341_e:183:fwd', 'gemini_2.5_pro:abc341_e:96:fwd']","['gemini_2.5_flash_lite:abc341_e:243', 'gemini_2.5_flash:abc341_e:183', 'gemini_2.5_pro:abc341_e:96']","['gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro']","['bwd', 'fwd']","{'gemini_2.5_flash_lite:abc341_e:243:bwd': 'B', 'gemini_2.5_flash:abc341_e:183:fwd': 'A', 'gemini_2.5_pro:abc341_e:96:fwd': 'A'}",3,medium,-0.8199411233266195,0.5941543181737264,4.525843418443019,2.5237265132816415,2.5235095604831295,"{'gemini_2.5_flash_lite:abc341_e:243:bwd': 'factor_1', 'gemini_2.5_flash:abc341_e:183:fwd': 'factor_2', 'gemini_2.5_pro:abc341_e:96:fwd': 'factor_2'}","{'claude_haiku_4_5': 0.6666666666666666, 'mistral_14b': 0.3333333333333333, 'mistral_3b': 0.5, 'mistral_8b': 0.3333333333333333, 'qwen3_5_0_8b': 0.6666666666666666, 'qwen3_5_27b': 0.6666666666666666, 'qwen3_5_2b': 0.6666666666666666, 'qwen3_5_4b': 0.6666666666666666, 'qwen3_5_9b': 0.6666666666666666}"
abc373_e,['gemini_2.5_pro:abc373_e:130:fwd'],['gemini_2.5_pro:abc373_e:130'],['gemini_2.5_pro'],['fwd'],{'gemini_2.5_pro:abc373_e:130:fwd': 'A'},1,hard,4.2177300453186035,5.6318254470825195,0.0,9.407306671142578,9.403624534606934,{'gemini_2.5_pro:abc373_e:130:fwd': 'factor_2'},"{'claude_haiku_4_5': 0.0, 'mistral_14b': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_27b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0}"
3406,"['claude_4_sonnet:3406:55:fwd', 'qwen3_235b:3406:33:bwd', 'gemini_2.5_flash_lite:3406:73:bwd', 'claude_3.7_sonnet:3406:43:bwd', 'gemini_2.5_flash:3406:46:fwd', 'claude_4_opus:3406:32:bwd', 'gemini_2.5_pro:3406:15:bwd']","['claude_4_sonnet:3406:55', 'qwen3_235b:3406:33', 'gemini_2.5_flash_lite:3406:73', 'claude_3.7_sonnet:3406:43', 'gemini_2.5_flash:3406:46', 'claude_4_opus:3406:32', 'gemini_2.5_pro:3406:15']","['claude_3.7_sonnet', 'claude_4_opus', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro', 'qwen3_235b']","['bwd', 'fwd']","{'claude_4_sonnet:3406:55:fwd': 'A', 'qwen3_235b:3406:33:bwd': 'B', 'gemini_2.5_flash_lite:3406:73:bwd': 'B', 'claude_3.7_sonnet:3406:43:bwd': 'B', 'gemini_2.5_flash:3406:46:fwd': 'A', 'claude_4_opus:3406:32:bwd': 'B', 'gemini_2.5_pro:3406:15:bwd': 'B'}",7,hard,1.369833997317723,2.7839294331414357,3.158739315484476,1.782669903648743,1.782418743522048,"{'claude_4_sonnet:3406:55:fwd': 'factor_2', 'qwen3_235b:3406:33:bwd': 'factor_1', 'gemini_2.5_flash_lite:3406:73:bwd': 'factor_2', 'claude_3.7_sonnet:3406:43:bwd': 'factor_2', 'gemini_2.5_flash:3406:46:fwd': 'factor_2', 'claude_4_opus:3406:32:bwd': 'factor_2', 'gemini_2.5_pro:3406:15:bwd': 'factor_1'}","{'claude_haiku_4_5': 0.14285714285714285, 'mistral_14b': 0.5714285714285714, 'mistral_3b': 0.2857142857142857, 'mistral_8b': 0.7142857142857143, 'qwen3_5_0_8b': 0.42857142857142855, 'qwen3_5_27b': 0.5714285714285714, 'qwen3_5_2b': 0.5714285714285714, 'qwen3_5_4b': 0.7142857142857143, 'qwen3_5_9b': 0.5714285714285714}"
3230,"['claude_4_sonnet:3230:37:fwd', 'claude_3.7_sonnet:3230:207:fwd', 'gemini_2.5_pro:3230:6:fwd']","['claude_4_sonnet:3230:37', 'claude_3.7_sonnet:3230:207', 'gemini_2.5_pro:3230:6']","['claude_3.7_sonnet', 'claude_4_sonnet', 'gemini_2.5_pro']",['fwd'],"{'claude_4_sonnet:3230:37:fwd': 'A', 'claude_3.7_sonnet:3230:207:fwd': 'A', 'gemini_2.5_pro:3230:6:fwd': 'A'}",3,easy,-2.251800855000814,-0.8377054532368978,5.6366152890240615,2.472190032385578,2.4720180799278513,"{'claude_4_sonnet:3230:37:fwd': 'factor_1', 'claude_3.7_sonnet:3230:207:fwd': 'factor_2', 'gemini_2.5_pro:3230:6:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.6666666666666666, 'mistral_14b': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 0.6666666666666666, 'qwen3_5_0_8b': 1.0, 'qwen3_5_27b': 0.6666666666666666, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.6666666666666666, 'qwen3_5_9b': 0.6666666666666666}"
3203,"['claude_4_opus:3203:19:fwd', 'gemini_2.5_flash:3203:23:fwd', 'qwen3_235b:3203:18:fwd', 'claude_3.7_sonnet:3203:23:bwd', 'gemini_2.5_flash_lite:3203:39:bwd', 'claude_4_sonnet:3203:35:fwd']","['claude_4_opus:3203:19', 'gemini_2.5_flash:3203:23', 'qwen3_235b:3203:18', 'claude_3.7_sonnet:3203:23', 'gemini_2.5_flash_lite:3203:39', 'claude_4_sonnet:3203:35']","['claude_3.7_sonnet', 'claude_4_opus', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'qwen3_235b']","['bwd', 'fwd']","{'claude_4_opus:3203:19:fwd': 'A', 'gemini_2.5_flash:3203:23:fwd': 'A', 'qwen3_235b:3203:18:fwd': 'A', 'claude_3.7_sonnet:3203:23:bwd': 'B', 'gemini_2.5_flash_lite:3203:39:bwd': 'B', 'claude_4_sonnet:3203:35:fwd': 'A'}",6,hard,-0.6580341855684916,0.756061335404714,2.916190865936198,2.130931349819749,2.130500167325549,"{'claude_4_opus:3203:19:fwd': 'factor_1', 'gemini_2.5_flash:3203:23:fwd': 'factor_2', 'qwen3_235b:3203:18:fwd': 'factor_1', 'claude_3.7_sonnet:3203:23:bwd': 'factor_2', 'gemini_2.5_flash_lite:3203:39:bwd': 'factor_2', 'claude_4_sonnet:3203:35:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.6666666666666666, 'mistral_14b': 0.8333333333333334, 'mistral_3b': 0.6, 'mistral_8b': 0.6666666666666666, 'qwen3_5_0_8b': 0.6666666666666666, 'qwen3_5_27b': 0.3333333333333333, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 0.3333333333333333, 'qwen3_5_9b': 0.3333333333333333}"
abc312_f,"['claude_4_sonnet:abc312_f:145:bwd', 'qwen3_235b:abc312_f:114:bwd', 'gemini_2.5_pro:abc312_f:82:fwd', 'gemini_2.5_flash:abc312_f:148:bwd', 'gemini_2.5_flash_lite:abc312_f:197:fwd']","['claude_4_sonnet:abc312_f:145', 'qwen3_235b:abc312_f:114', 'gemini_2.5_pro:abc312_f:82', 'gemini_2.5_flash:abc312_f:148', 'gemini_2.5_flash_lite:abc312_f:197']","['claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro', 'qwen3_235b']","['bwd', 'fwd']","{'claude_4_sonnet:abc312_f:145:bwd': 'B', 'qwen3_235b:abc312_f:114:bwd': 'B', 'gemini_2.5_pro:abc312_f:82:fwd': 'A', 'gemini_2.5_flash:abc312_f:148:bwd': 'B', 'gemini_2.5_flash_lite:abc312_f:197:fwd': 'A'}",5,medium,-0.25928850173950196,1.1548069953918456,4.040530210505337,1.9991397867127467,1.9989338546302307,"{'claude_4_sonnet:abc312_f:145:bwd': 'factor_2', 'qwen3_235b:abc312_f:114:bwd': 'factor_2', 'gemini_2.5_pro:abc312_f:82:fwd': 'factor_2', 'gemini_2.5_flash:abc312_f:148:bwd': 'factor_2', 'gemini_2.5_flash_lite:abc312_f:197:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.6, 'mistral_14b': 0.6, 'mistral_3b': 0.4, 'mistral_8b': 0.6, 'qwen3_5_0_8b': 0.4, 'qwen3_5_27b': 0.6, 'qwen3_5_2b': 0.8, 'qwen3_5_4b': 0.6, 'qwen3_5_9b': 1.0}"
abc320_c,"['claude_4_sonnet:abc320_c:152:bwd', 'gemini_2.5_flash:abc320_c:156:bwd', 'claude_3.7_sonnet:abc320_c:105:bwd', 'gemini_2.5_flash_lite:abc320_c:207:bwd', 'gemini_2.5_pro:abc320_c:224:bwd', 'qwen3_235b:abc320_c:119:fwd']","['claude_4_sonnet:abc320_c:152', 'gemini_2.5_flash:abc320_c:156', 'claude_3.7_sonnet:abc320_c:105', 'gemini_2.5_flash_lite:abc320_c:207', 'gemini_2.5_pro:abc320_c:224', 'qwen3_235b:abc320_c:119']","['claude_3.7_sonnet', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro', 'qwen3_235b']","['bwd', 'fwd']","{'claude_4_sonnet:abc320_c:152:bwd': 'B', 'gemini_2.5_flash:abc320_c:156:bwd': 'B', 'claude_3.7_sonnet:abc320_c:105:bwd': 'B', 'gemini_2.5_flash_lite:abc320_c:207:bwd': 'B', 'gemini_2.5_pro:abc320_c:224:bwd': 'B', 'qwen3_235b:abc320_c:119:fwd': 'A'}",6,hard,-1.352181168893973,0.061914304892222084,3.880922086450157,1.6901987277865016,1.6901289476274106,"{'claude_4_sonnet:abc320_c:152:bwd': 'factor_1', 'gemini_2.5_flash:abc320_c:156:bwd': 'factor_2', 'claude_3.7_sonnet:abc320_c:105:bwd': 'factor_1', 'gemini_2.5_flash_lite:abc320_c:207:bwd': 'factor_1', 'gemini_2.5_pro:abc320_c:224:bwd': 'factor_2', 'qwen3_235b:abc320_c:119:fwd': 'factor_2'}","{'claude_haiku_4_5': 0.8333333333333334, 'mistral_14b': 0.3333333333333333, 'mistral_3b': 0.3333333333333333, 'mistral_8b': 0.5, 'qwen3_5_0_8b': 0.16666666666666666, 'qwen3_5_27b': 0.8333333333333334, 'qwen3_5_2b': 0.8333333333333334, 'qwen3_5_4b': 0.8333333333333334, 'qwen3_5_9b': 0.6666666666666666}"
2921,"['gemini_2.5_flash:2921:13:fwd', 'claude_3.7_sonnet:2921:14:fwd', 'qwen3_235b:2921:9:bwd', 'gemini_2.5_flash_lite:2921:21:fwd']","['gemini_2.5_flash:2921:13', 'claude_3.7_sonnet:2921:14', 'qwen3_235b:2921:9', 'gemini_2.5_flash_lite:2921:21']","['claude_3.7_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'qwen3_235b']","['bwd', 'fwd']","{'gemini_2.5_flash:2921:13:fwd': 'A', 'claude_3.7_sonnet:2921:14:fwd': 'A', 'qwen3_235b:2921:9:bwd': 'B', 'gemini_2.5_flash_lite:2921:21:fwd': 'A'}",4,hard,1.1896368265151978,2.6037323474884033,4.609789531724327,2.0329119077132556,2.0328606087234027,"{'gemini_2.5_flash:2921:13:fwd': 'factor_1', 'claude_3.7_sonnet:2921:14:fwd': 'factor_1', 'qwen3_235b:2921:9:bwd': 'factor_1', 'gemini_2.5_flash_lite:2921:21:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.25, 'mistral_14b': 0.75, 'mistral_3b': 0.75, 'mistral_8b': 0.75, 'qwen3_5_0_8b': 0.75, 'qwen3_5_27b': 0.25, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 0.25, 'qwen3_5_9b': 0.75}"
3751,"['claude_3.7_sonnet:3751:84:fwd', 'qwen3_235b:3751:90:bwd', 'claude_4_sonnet:3751:114:bwd', 'gemini_2.5_flash:3751:112:bwd', 'claude_4_opus:3751:72:fwd', 'gemini_2.5_flash_lite:3751:156:bwd']","['claude_3.7_sonnet:3751:84', 'qwen3_235b:3751:90', 'claude_4_sonnet:3751:114', 'gemini_2.5_flash:3751:112', 'claude_4_opus:3751:72', 'gemini_2.5_flash_lite:3751:156']","['claude_3.7_sonnet', 'claude_4_opus', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'qwen3_235b']","['bwd', 'fwd']","{'claude_3.7_sonnet:3751:84:fwd': 'A', 'qwen3_235b:3751:90:bwd': 'B', 'claude_4_sonnet:3751:114:bwd': 'B', 'gemini_2.5_flash:3751:112:bwd': 'B', 'claude_4_opus:3751:72:fwd': 'A', 'gemini_2.5_flash_lite:3751:156:bwd': 'B'}",6,hard,-0.4699910283088684,0.9441044727961222,2.7062358985252972,2.0141120064439413,2.013770197721182,"{'claude_3.7_sonnet:3751:84:fwd': 'factor_2', 'qwen3_235b:3751:90:bwd': 'factor_1', 'claude_4_sonnet:3751:114:bwd': 'factor_2', 'gemini_2.5_flash:3751:112:bwd': 'factor_2', 'claude_4_opus:3751:72:fwd': 'factor_1', 'gemini_2.5_flash_lite:3751:156:bwd': 'factor_2'}","{'claude_haiku_4_5': 0.6666666666666666, 'mistral_14b': 0.3333333333333333, 'mistral_3b': 0.3333333333333333, 'mistral_8b': 0.6666666666666666, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 0.6666666666666666, 'qwen3_5_2b': 0.3333333333333333, 'qwen3_5_4b': 0.6666666666666666, 'qwen3_5_9b': 0.6666666666666666}"
3622,"['gemini_2.5_pro:3622:41:fwd', 'qwen3_235b:3622:65:fwd', 'claude_4_opus:3622:55:fwd', 'claude_4_sonnet:3622:87:fwd']","['gemini_2.5_pro:3622:41', 'qwen3_235b:3622:65', 'claude_4_opus:3622:55', 'claude_4_sonnet:3622:87']","['claude_4_opus', 'claude_4_sonnet', 'gemini_2.5_pro', 'qwen3_235b']",['fwd'],"{'gemini_2.5_pro:3622:41:fwd': 'A', 'qwen3_235b:3622:65:fwd': 'A', 'claude_4_opus:3622:55:fwd': 'A', 'claude_4_sonnet:3622:87:fwd': 'A'}",4,easy,-1.4209313690662384,-0.006835877895355225,3.9120910382645504,2.0085805601719233,2.008551905824711,"{'gemini_2.5_pro:3622:41:fwd': 'factor_1', 'qwen3_235b:3622:65:fwd': 'factor_1', 'claude_4_opus:3622:55:fwd': 'factor_1', 'claude_4_sonnet:3622:87:fwd': 'factor_2'}","{'claude_haiku_4_5': 0.75, 'mistral_14b': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_27b': 0.25, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0}"
3584,"['gemini_2.5_flash:3584:352:fwd', 'gemini_2.5_pro:3584:36:fwd']","['gemini_2.5_flash:3584:352', 'gemini_2.5_pro:3584:36']","['gemini_2.5_flash', 'gemini_2.5_pro']",['fwd'],"{'gemini_2.5_flash:3584:352:fwd': 'A', 'gemini_2.5_pro:3584:36:fwd': 'A'}",2,hard,1.38892662525177,2.803022086620331,3.8107040206583,3.961377595786556,3.960433223126571,"{'gemini_2.5_flash:3584:352:fwd': 'factor_2', 'gemini_2.5_pro:3584:36:fwd': 'factor_2'}","{'claude_haiku_4_5': 0.0, 'mistral_14b': 0.5, 'mistral_3b': 1.0, 'mistral_8b': 0.5, 'qwen3_5_0_8b': 1.0, 'qwen3_5_27b': 0.5, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.5}"
2954,"['gemini_2.5_flash:2954:317:fwd', 'claude_4_sonnet:2954:18:fwd']","['gemini_2.5_flash:2954:317', 'claude_4_sonnet:2954:18']","['claude_4_sonnet', 'gemini_2.5_flash']",['fwd'],"{'gemini_2.5_flash:2954:317:fwd': 'A', 'claude_4_sonnet:2954:18:fwd': 'A'}",2,medium,3.990502119064331,5.404597520828247,0.11530062770907067,4.128166991983997,4.127105266683658,"{'gemini_2.5_flash:2954:317:fwd': 'factor_1', 'claude_4_sonnet:2954:18:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.0, 'mistral_14b': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_27b': 0.0, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0}"
abc305_e,['gemini_2.5_flash_lite:abc305_e:182:bwd'],['gemini_2.5_flash_lite:abc305_e:182'],['gemini_2.5_flash_lite'],['bwd'],{'gemini_2.5_flash_lite:abc305_e:182:bwd': 'B'},1,medium,4.071932315826416,5.486027717590332,0.0,5.302173614501953,5.301056385040283,{'gemini_2.5_flash_lite:abc305_e:182:bwd': 'factor_1'},"{'claude_haiku_4_5': 0.0, 'mistral_14b': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0}"
3739,"['claude_3.7_sonnet:3739:82:fwd', 'gemini_2.5_flash_lite:3739:153:bwd', 'qwen3_235b:3739:86:fwd', 'gemini_2.5_flash:3739:361:fwd']","['claude_3.7_sonnet:3739:82', 'gemini_2.5_flash_lite:3739:153', 'qwen3_235b:3739:86', 'gemini_2.5_flash:3739:361']","['claude_3.7_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'qwen3_235b']","['bwd', 'fwd']","{'claude_3.7_sonnet:3739:82:fwd': 'A', 'gemini_2.5_flash_lite:3739:153:bwd': 'B', 'qwen3_235b:3739:86:fwd': 'A', 'gemini_2.5_flash:3739:361:fwd': 'A'}",4,easy,-3.1344122886657715,-1.7203168869018555,4.8024986784293215,3.4568324349669197,3.4557269214722566,"{'claude_3.7_sonnet:3739:82:fwd': 'factor_2', 'gemini_2.5_flash_lite:3739:153:bwd': 'factor_1', 'qwen3_235b:3739:86:fwd': 'factor_1', 'gemini_2.5_flash:3739:361:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.75, 'mistral_14b': 0.5, 'mistral_3b': 0.3333333333333333, 'mistral_8b': 0.5, 'qwen3_5_0_8b': 0.75, 'qwen3_5_27b': 0.5, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 0.25, 'qwen3_5_9b': 0.75}"
3313,"['qwen3_235b:3313:28:fwd', 'gemini_2.5_pro:3313:210:bwd', 'claude_3.7_sonnet:3313:34:bwd', 'claude_4_sonnet:3313:47:fwd', 'gemini_2.5_flash:3313:34:fwd', 'gemini_2.5_flash_lite:3313:57:fwd']","['qwen3_235b:3313:28', 'gemini_2.5_pro:3313:210', 'claude_3.7_sonnet:3313:34', 'claude_4_sonnet:3313:47', 'gemini_2.5_flash:3313:34', 'gemini_2.5_flash_lite:3313:57']","['claude_3.7_sonnet', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro', 'qwen3_235b']","['bwd', 'fwd']","{'qwen3_235b:3313:28:fwd': 'A', 'gemini_2.5_pro:3313:210:bwd': 'B', 'claude_3.7_sonnet:3313:34:bwd': 'B', 'claude_4_sonnet:3313:47:fwd': 'A', 'gemini_2.5_flash:3313:34:fwd': 'A', 'gemini_2.5_flash_lite:3313:57:fwd': 'A'}",6,hard,-2.569421947002411,-1.15532652537028,4.267200727198877,1.8788961009170515,1.878662900366858,"{'qwen3_235b:3313:28:fwd': 'factor_1', 'gemini_2.5_pro:3313:210:bwd': 'factor_2', 'claude_3.7_sonnet:3313:34:bwd': 'factor_2', 'claude_4_sonnet:3313:47:fwd': 'factor_1', 'gemini_2.5_flash:3313:34:fwd': 'factor_2', 'gemini_2.5_flash_lite:3313:57:fwd': 'factor_1'}","{'claude_haiku_4_5': 0.8333333333333334, 'mistral_14b': 0.6666666666666666, 'mistral_3b': 0.6666666666666666, 'mistral_8b': 0.6666666666666666, 'qwen3_5_0_8b': 0.6666666666666666, 'qwen3_5_27b': 0.3333333333333333, 'qwen3_5_2b': 0.6666666666666666, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 0.6666666666666666}"
abc390_d,"['gemini_2.5_flash:abc390_d:270:fwd', 'claude_3.7_sonnet:abc390_d:164:bwd', 'gemini_2.5_pro:abc390_d:161:fwd', 'gemini_2.5_flash_lite:abc390_d:357:bwd', 'claude_4_opus:abc390_d:177:fwd', 'qwen3_235b:abc390_d:193:fwd', 'claude_4_sonnet:abc390_d:250:fwd']","['gemini_2.5_flash:abc390_d:270', 'claude_3.7_sonnet:abc390_d:164', 'gemini_2.5_pro:abc390_d:161', 'gemini_2.5_flash_lite:abc390_d:357', 'claude_4_opus:abc390_d:177', 'qwen3_235b:abc390_d:193', 'claude_4_sonnet:abc390_d:250']","['claude_3.7_sonnet', 'claude_4_opus', 'claude_4_sonnet', 'gemini_2.5_flash', 'gemini_2.5_flash_lite', 'gemini_2.5_pro', 'qwen3_235b']","['bwd', 'fwd']","{'gemini_2.5_flash:abc390_d:270:fwd': 'A', 'claude_3.7_sonnet:abc390_d:164:bwd': 'B', 'gemini_2.5_pro:abc390_d:161:fwd': 'A', 'gemini_2.5_flash_lite:abc390_d:357:bwd': 'B', 'claude_4_opus:abc390_d:177:fwd': 'A', 'qwen3_235b:abc390_d:193:fwd': 'A', 'claude_4_sonnet:abc390_d:250:fwd': 'A'}",7,hard,-1.4237244299479894,-0.00962897709437779,3.6335499451961435,1.3106121615319222,1.3108002614292011,"{'gemini_2.5_flash:abc390_d:270:fwd': 'factor_2', 'claude_3.7_sonnet:abc390_d:164:bwd': 'factor_2', 'gemini_2.5_pro:abc390_d:161:fwd': 'factor_1', 'gemini_2.5_flash_lite:abc390_d:357:bwd': 'factor_2', 'claude_4_opus:abc390_d:177:fwd': 'factor_1', 'qwen3_235b:abc390_d:193:fwd': 'factor_2', 'claude_4_sonnet:abc390_d:250:fwd': 'factor_2'}","{'claude_haiku_4_5': 0.7142857142857143, 'mistral_14b': 0.8571428571428571, 'mistral_3b': 0.7142857142857143, 'mistral_8b': 0.8571428571428571, 'qwen3_5_0_8b': 0.7142857142857143, 'qwen3_5_27b': 0.5714285714285714, 'qwen3_5_2b': 0.42857142857142855, 'qwen3_5_4b': 0.2857142857142857, 'qwen3_5_9b': 0.2857142857142857}"
