question_id,solver_item_id,solver_difficulty_meta,solver_platform,solver_difficulty_centered,solver_difficulty_centered_laplace_se,solver_scores,judge_scores,judge_n_pair_items,judge_score_mean
abc336_d,abc336_d,medium,atcoder,6.297366142272949,1.9246366024017334,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_27b': 0.5, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0}",2,0.6111111111111112
abc400_d,abc400_d,medium,atcoder,6.254382610321045,2.972257375717163,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}","{'claude_haiku_4_5': 0.6666666666666666, 'mistral_14b': 0.8333333333333334, 'mistral_3b': 0.6666666666666666, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 0.6666666666666666, 'qwen3_5_27b': 0.5, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 0.3333333333333333, 'qwen3_5_9b': 0.5}",6,0.6296296296296295
abc351_f,abc351_f,hard,atcoder,6.029837131500244,1.8694645166397095,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}","{'claude_haiku_4_5': 0.6666666666666666, 'mistral_14b': 0.3333333333333333, 'mistral_3b': 0.3333333333333333, 'mistral_8b': 0.3333333333333333, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 0.6666666666666666, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 0.6666666666666666}",3,0.5555555555555556
abc384_e,abc384_e,hard,atcoder,5.835644721984863,2.6923301219940186,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}","{'claude_haiku_4_5': 0.8333333333333334, 'mistral_14b': 0.16666666666666666, 'mistral_3b': 0.5, 'mistral_8b': 0.16666666666666666, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 0.6666666666666666, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 0.5}",6,0.48148148148148145
abc353_d,abc353_d,medium,atcoder,5.823383808135986,1.8579808473587036,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 1.0}",1,0.6666666666666666
abc393_f,abc393_f,hard,atcoder,5.818163871765137,1.8469665050506592,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 0.5, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 0.5, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 0.5}",2,0.6111111111111112
abc362_e,abc362_e,hard,atcoder,5.729058265686035,2.625744104385376,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.6666666666666666, 'mistral_3b': 0.3333333333333333, 'mistral_8b': 0.3333333333333333, 'qwen3_5_0_8b': 0.3333333333333333, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.6666666666666666, 'qwen3_5_4b': 0.6666666666666666, 'qwen3_5_9b': 1.0}",3,0.6666666666666666
abc312_c,abc312_c,medium,atcoder,5.483150005340576,1.794231653213501,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}","{'claude_haiku_4_5': 0.5, 'mistral_14b': 0.5, 'mistral_3b': 0.5, 'mistral_8b': 0.5, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 0.5}",2,0.6666666666666666
abc304_d,abc304_d,medium,atcoder,5.362029552459717,15.271047592163086,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}","{'claude_haiku_4_5': 0.6, 'mistral_14b': 0.6, 'mistral_3b': 0.2, 'mistral_8b': 0.6, 'qwen3_5_0_8b': 0.2, 'qwen3_5_27b': 0.8, 'qwen3_5_2b': 0.2, 'qwen3_5_4b': 0.6, 'qwen3_5_9b': 0.6}",5,0.4888888888888888
abc353_c,abc353_c,medium,atcoder,5.357501983642578,1.7799973487854004,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_27b': 0.5, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.5}",2,0.7222222222222222
abc325_d,abc325_d,hard,atcoder,5.346904754638672,2.402179479598999,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}","{'claude_haiku_4_5': 0.0, 'mistral_14b': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 0.0}",1,0.2222222222222222
abc302_d,abc302_d,medium,atcoder,5.1768927574157715,1.7526934146881104,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}","{'claude_haiku_4_5': 0.0, 'mistral_14b': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0}",1,0.7777777777777778
abc331_d,abc331_d,hard,atcoder,5.173549175262451,2.3077385425567627,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.5, 'mistral_3b': 0.5, 'mistral_8b': 0.5, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 0.5, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 0.5}",2,0.5555555555555556
abc303_c,abc303_c,medium,atcoder,5.025476932525635,3.373283863067627,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}","{'claude_haiku_4_5': 0.6666666666666666, 'mistral_14b': 0.6666666666666666, 'mistral_3b': 0.3333333333333333, 'mistral_8b': 0.3333333333333333, 'qwen3_5_0_8b': 0.3333333333333333, 'qwen3_5_27b': 0.3333333333333333, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.6666666666666666, 'qwen3_5_9b': 0.3333333333333333}",3,0.5185185185185185
abc380_f,abc380_f,hard,atcoder,4.926087856292725,2.1808416843414307,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}","{'claude_haiku_4_5': 0.4, 'mistral_14b': 0.8, 'mistral_3b': 0.8, 'mistral_8b': 0.8, 'qwen3_5_0_8b': 0.8, 'qwen3_5_27b': 0.2, 'qwen3_5_2b': 0.4, 'qwen3_5_4b': 0.2, 'qwen3_5_9b': 0.2}",5,0.5111111111111112
abc377_d,abc377_d,medium,atcoder,4.914808750152588,1.6953374147415161,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}","{'claude_haiku_4_5': 0.3333333333333333, 'mistral_14b': 0.6666666666666666, 'mistral_3b': 0.6666666666666666, 'mistral_8b': 0.6666666666666666, 'qwen3_5_0_8b': 1.0, 'qwen3_5_27b': 0.6666666666666666, 'qwen3_5_2b': 0.3333333333333333, 'qwen3_5_4b': 0.3333333333333333, 'qwen3_5_9b': 0.3333333333333333}",3,0.5555555555555555
abc323_e,abc323_e,hard,atcoder,4.771928310394287,11.515670776367188,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}","{'claude_haiku_4_5': 0.5, 'mistral_14b': 0.75, 'mistral_3b': 0.75, 'mistral_8b': 0.75, 'qwen3_5_0_8b': 0.75, 'qwen3_5_27b': 0.75, 'qwen3_5_2b': 0.25, 'qwen3_5_4b': 0.25, 'qwen3_5_9b': 0.5}",4,0.5833333333333334
abc345_d,abc345_d,hard,atcoder,4.559276103973389,1.6689743995666504,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}","{'claude_haiku_4_5': 0.5, 'mistral_14b': 0.5, 'mistral_3b': 0.5, 'mistral_8b': 0.25, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 0.25, 'qwen3_5_2b': 0.25, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 0.25}",4,0.3888888888888889
abc342_d,abc342_d,medium,atcoder,4.512310981750488,1.6517586708068848,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.6666666666666666, 'mistral_3b': 0.6666666666666666, 'mistral_8b': 0.3333333333333333, 'qwen3_5_0_8b': 0.6666666666666666, 'qwen3_5_27b': 0.6666666666666666, 'qwen3_5_2b': 0.6666666666666666, 'qwen3_5_4b': 0.3333333333333333, 'qwen3_5_9b': 0.6666666666666666}",3,0.6296296296296297
abc320_d,abc320_d,medium,atcoder,4.361083030700684,8.30870246887207,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0}",1,0.6666666666666666
abc308_b,abc308_b,easy,atcoder,4.308172225952148,2.156813859939575,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 1.0}",1,0.7777777777777778
abc303_b,abc303_b,easy,atcoder,4.284718990325928,2.1211891174316406,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'mistral_14b': 1.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0, 'qwen3_5_27b': 1.0}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0}",1,0.8888888888888888
abc369_d,abc369_d,medium,atcoder,4.226641654968262,7.121047019958496,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}","{'claude_haiku_4_5': 0.0, 'mistral_14b': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0}",2,0.8333333333333334
abc396_e,abc396_e,hard,atcoder,4.163114070892334,9.242782592773438,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.5, 'mistral_3b': 0.0, 'mistral_8b': 0.5, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 0.5, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 0.5}",2,0.5
abc324_e,abc324_e,hard,atcoder,4.155803203582764,6.5009613037109375,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}","{'claude_haiku_4_5': 0.75, 'mistral_14b': 0.5, 'mistral_3b': 0.5, 'mistral_8b': 0.75, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 0.75, 'qwen3_5_2b': 0.75, 'qwen3_5_4b': 0.75, 'qwen3_5_9b': 0.75}",4,0.6666666666666666
2878,2878,medium,leetcode,3.9425740242004395,19.928607940673828,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.6666666666666666, 'mistral_3b': 0.6666666666666666, 'mistral_8b': 0.6666666666666666, 'qwen3_5_0_8b': 0.3333333333333333, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.6666666666666666, 'qwen3_5_4b': 0.6666666666666666, 'qwen3_5_9b': 1.0}",3,0.7407407407407407
abc309_b,abc309_b,easy,atcoder,3.8884682655334473,7.128603935241699,"{'claude_haiku_4_5': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 1.0}","{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.5, 'mistral_3b': 0.5, 'mistral_8b': 0.5, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 0.5, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 0.5}",2,0.5
