item_id,difficulty,difficulty_centered,easiness_z,loading_factor_1,dominant_factor,item_id_meta,selected_order,difficulty_meta,platform,question_content,starter_code,prompt,difficulty_laplace_se,difficulty_centered_laplace_se,difficulty_centered_laplace_lo,difficulty_centered_laplace_hi,solver_scores,question_id
arc194_a,5.437870502471924,5.349389553070068,-5.437870502471924,-2.7985219955444336,factor_1,arc194_a,667,medium,atcoder,,,,14.347654342651367,14.328227043151855,-22.733936309814453,33.432716369628906,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",arc194_a
3786,5.430583953857422,5.342103004455566,-5.430583953857422,-3.4679508209228516,factor_1,3786,283,medium,leetcode,,,,14.966626167297363,14.946207046508789,-23.952465057373047,34.63666915893555,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3786
abc323_d,5.31686544418335,5.228384494781494,-5.31686544418335,-3.526437997817993,factor_1,abc323_d,361,hard,atcoder,,,,14.18864917755127,14.169477462768555,-22.543792724609375,33.00056076049805,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",abc323_d
abc341_f,5.310406684875488,5.221925735473633,-5.310406684875488,-2.3523805141448975,factor_1,abc341_f,417,hard,atcoder,,,,12.8538818359375,12.836875915527344,-19.938350677490234,30.3822021484375,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",abc341_f
arc186_a,5.293060779571533,5.204579830169678,-5.293060779571533,-2.0574636459350586,factor_1,arc186_a,652,hard,atcoder,,,,12.230721473693848,12.214741706848145,-18.73631477355957,29.145475387573242,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",arc186_a
3416,5.273638725280762,5.185157775878906,-5.273638725280762,-1.3801430463790894,factor_1,3416,146,medium,leetcode,,,,10.549689292907715,10.536537170410156,-15.466455459594727,25.83677101135254,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3416
2921,5.264055252075195,5.17557430267334,-5.264055252075195,-3.178328275680542,factor_1,2921,46,hard,leetcode,,,,13.547173500061035,13.529037475585938,-21.341339111328125,31.692489624023438,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",2921
3502,5.232687950134277,5.144207000732422,-5.232687950134277,-1.9730137586593628,factor_1,3502,176,medium,leetcode,,,,11.709356307983398,11.694242477416992,-17.776508331298828,28.064922332763672,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3502
3799,5.231994152069092,5.143513202667236,-5.231994152069092,-4.44417142868042,factor_1,3799,290,easy,leetcode,,,,14.084787368774414,14.065783500671387,-22.42542266845703,32.71244812011719,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3799
arc192_d,5.1909918785095215,5.102510929107666,-5.1909918785095215,-2.6867566108703613,factor_1,arc192_d,664,hard,atcoder,,,,12.56486988067627,12.548338890075684,-19.49223518371582,29.697256088256836,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",arc192_d
3721,5.184850692749023,5.096369743347168,-5.184850692749023,-1.4297696352005005,factor_1,3721,260,medium,leetcode,,,,10.223734855651855,10.211143493652344,-14.917471885681152,25.110210418701172,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3721
3031,5.163959503173828,5.075478553771973,-5.163959503173828,-4.850437164306641,factor_1,3031,57,medium,leetcode,,,,13.758230209350586,13.739752769470215,-21.85443878173828,32.005393981933594,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3031
3464,5.149857521057129,5.061376571655273,-5.149857521057129,-1.6763886213302612,factor_1,3464,163,medium,leetcode,,,,10.632291793823242,10.618997573852539,-15.751859664916992,25.87461280822754,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3464
3104,5.066879749298096,4.97839879989624,-5.066879749298096,-3.8062727451324463,factor_1,3104,66,medium,leetcode,,,,12.699116706848145,12.682364463806152,-19.87903594970703,29.835834503173828,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3104
2916,5.031779766082764,4.943298816680908,-5.031779766082764,-2.140355348587036,factor_1,2916,43,medium,leetcode,,,,10.879972457885742,10.866255760192871,-16.354562759399414,26.241159439086914,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",2916
3760,5.023632526397705,4.93515157699585,-5.023632526397705,-1.11217200756073,factor_1,3760,272,medium,leetcode,,,,8.622869491577148,8.613120079040527,-11.946563720703125,21.81686782836914,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3760
3526,5.022890567779541,4.9344096183776855,-5.022890567779541,-2.1766741275787354,factor_1,3526,182,medium,leetcode,,,,10.889115333557129,10.875383377075195,-16.3813419342041,26.25016212463379,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3526
abc342_e,5.017917633056641,4.929436683654785,-5.017917633056641,-2.6094143390655518,factor_1,abc342_e,420,hard,atcoder,,,,11.445310592651367,11.430639266967773,-17.47461700439453,27.33348846435547,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",abc342_e
3522,5.0131354331970215,4.924654483795166,-5.0131354331970215,-4.707896709442139,factor_1,3522,181,medium,leetcode,,,,12.726679801940918,12.709882736206055,-19.986717224121094,29.83602523803711,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3522
arc186_d,4.987306118011475,4.898825168609619,-4.987306118011475,-3.014415740966797,factor_1,arc186_d,654,hard,atcoder,,,,11.678328514099121,11.663267135620117,-17.961179733276367,27.75882911682129,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",arc186_d
3701,4.9853949546813965,4.896914005279541,-4.9853949546813965,-4.964814186096191,factor_1,3701,253,hard,leetcode,,,,12.627284049987793,12.610650062561035,-19.819961547851562,29.613788604736328,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3701
3000,4.978824615478516,4.89034366607666,-4.978824615478516,-1.5843517780303955,factor_1,3000,51,medium,leetcode,,,,9.5755033493042,9.564043045043945,-13.855181694030762,23.635868072509766,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3000
3498,4.969603061676025,4.88112211227417,-4.969603061676025,-2.3725645542144775,factor_1,3498,175,medium,leetcode,,,,10.883529663085938,10.869807243347168,-16.4237003326416,26.185945510864258,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3498
3153,4.9579620361328125,4.869481086730957,-4.9579620361328125,-3.323452949523926,factor_1,3153,71,hard,leetcode,,,,11.748141288757324,11.732963562011719,-18.12712860107422,27.8660888671875,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3153
2848,4.948866367340088,4.860385417938232,-4.948866367340088,-2.3257172107696533,factor_1,2848,27,medium,leetcode,,,,10.709808349609375,10.696382522583008,-16.104524612426758,25.82529640197754,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",2848
3414,4.944801330566406,4.856320381164551,-4.944801330566406,-3.579752206802368,factor_1,3414,145,hard,leetcode,,,,11.833735466003418,11.818414688110352,-18.30777359008789,28.02041244506836,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3414
abc311_d,4.941492557525635,4.853011608123779,-4.941492557525635,-1.630122423171997,factor_1,abc311_d,330,medium,atcoder,,,,9.495179176330566,9.483860969543457,-13.735355377197266,23.44137954711914,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",abc311_d
arc184_e,4.939055919647217,4.850574970245361,-4.939055919647217,-4.126848220825195,factor_1,arc184_e,648,hard,atcoder,,,,12.06651782989502,12.050809860229492,-18.769012451171875,28.47016143798828,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",arc184_e
3720,4.915847301483154,4.827366352081299,-4.915847301483154,-4.927816390991211,factor_1,3720,259,medium,leetcode,,,,12.191251754760742,12.175336837768555,-19.03629493713379,28.69102668762207,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3720
3403,4.888827800750732,4.800346851348877,-4.888827800750732,-2.383742094039917,factor_1,3403,141,medium,leetcode,,,,10.471601486206055,10.458582878112793,-15.698476791381836,25.299169540405273,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3403
3360,4.885761737823486,4.797280788421631,-4.885761737823486,-3.104717969894409,factor_1,3360,124,medium,leetcode,,,,11.179089546203613,11.16486644744873,-17.085857391357422,26.680419921875,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3360
3362,4.88098669052124,4.792505741119385,-4.88098669052124,-2.523434638977051,factor_1,3362,126,hard,leetcode,,,,10.599822998046875,10.586584091186523,-15.957199096679688,25.54220962524414,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3362
3805,4.861700057983398,4.773219108581543,-4.861700057983398,-3.2508575916290283,factor_1,3805,292,medium,leetcode,,,,11.153658866882324,11.13947868347168,-17.060157775878906,26.606597900390625,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3805
3261,4.835227966308594,4.746747016906738,-4.835227966308594,-3.7689316272735596,factor_1,3261,100,hard,leetcode,,,,11.308337211608887,11.293896675109863,-17.38928985595703,26.88278579711914,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3261
3563,4.828670501708984,4.740189552307129,-4.828670501708984,-1.3150571584701538,factor_1,3563,199,hard,leetcode,,,,8.314678192138672,8.305497169494629,-11.53858470916748,21.018962860107422,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3563
3493,4.816875457763672,4.728394508361816,-4.816875457763672,-3.81636905670166,factor_1,3493,171,medium,leetcode,,,,11.228925704956055,11.214618682861328,-17.25225830078125,26.709049224853516,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3493
3229,4.815956115722656,4.727475166320801,-4.815956115722656,-3.8253448009490967,factor_1,3229,91,medium,leetcode,,,,11.228008270263672,11.213702201843262,-17.251380920410156,26.70633316040039,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3229
3395,4.811469078063965,4.722988128662109,-4.811469078063965,-5.102458953857422,factor_1,3395,138,medium,leetcode,,,,11.621996879577637,11.60702896118164,-18.02678871154785,27.47276496887207,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3395
abc321_e,4.794520854949951,4.706039905548096,-4.794520854949951,-1.4928972721099854,factor_1,abc321_e,356,hard,atcoder,,,,8.557191848754883,8.547562599182129,-12.047183990478516,21.45926284790039,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",abc321_e
1883_C,4.784383296966553,4.695902347564697,-4.784383296966553,-4.934452533721924,factor_1,1883_C,3,medium,codeforces,,,,11.427638053894043,11.412996292114258,-17.67357063293457,27.06537437438965,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",1883_C
2920,4.7783894538879395,4.689908504486084,-4.7783894538879395,-2.3698649406433105,factor_1,2920,45,medium,leetcode,,,,9.898880958557129,9.88685417175293,-14.688325881958008,24.068143844604492,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",2920
3725,4.769761562347412,4.681280612945557,-4.769761562347412,-4.932377338409424,factor_1,3725,262,hard,leetcode,,,,11.345108985900879,11.330605506896973,-17.52670669555664,26.889266967773438,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3725
3193,4.754909992218018,4.666429042816162,-4.754909992218018,-3.496375799179077,factor_1,3193,78,easy,leetcode,,,,10.730292320251465,10.71683120727539,-16.338560104370117,25.671419143676758,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3193
2845,4.736445903778076,4.647964954376221,-4.736445903778076,-3.579326868057251,factor_1,2845,26,medium,leetcode,,,,10.677728652954102,10.66435718536377,-16.254175186157227,25.55010414123535,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",2845
3571,4.722568035125732,4.634087085723877,-4.722568035125732,-2.266308307647705,factor_1,3571,201,hard,leetcode,,,,9.503332138061523,9.492000579833984,-13.970235824584961,23.2384090423584,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3571
