question_id,solver_item_id,solver_difficulty_meta,solver_platform,solver_difficulty_centered,solver_difficulty_centered_laplace_se,solver_scores,judge_difficulty_centered,judge_difficulty_centered_laplace_se,judge_difficulty_pair_sd,judge_n_pair_items,judge_scores
arc194_a,arc194_a,medium,atcoder,5.349389553070068,14.328227043151855,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",-5.398952960968018,4.190767964708331,1.0086725399038157,2,"{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.5, 'mistral_3b': 0.5, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0}"
3786,3786,medium,leetcode,5.342103004455566,14.946207046508789,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",0.08148834109306335,2.007132147517387,4.1808084911664105,4,"{'claude_haiku_4_5': 0.75, 'mistral_14b': 0.5, 'mistral_3b': 0.25, 'mistral_8b': 0.75, 'qwen3_5_0_8b': 0.25, 'qwen3_5_27b': 0.5, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 0.75, 'qwen3_5_9b': 0.75}"
abc323_d,abc323_d,hard,atcoder,5.228384494781494,14.169477462768555,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",0.9821703831354777,2.1837071312987977,4.407960569555393,6,"{'claude_haiku_4_5': 0.6666666666666666, 'mistral_14b': 0.8333333333333334, 'mistral_3b': 0.6666666666666666, 'mistral_8b': 0.6666666666666666, 'qwen3_5_0_8b': 0.6666666666666666, 'qwen3_5_27b': 0.5, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 0.5}"
abc341_f,abc341_f,hard,atcoder,5.221925735473633,12.836875915527344,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",0.07071567433221,0.9335178037877415,4.651853065637709,7,"{'claude_haiku_4_5': 0.7142857142857143, 'mistral_14b': 0.5714285714285714, 'mistral_3b': 0.7142857142857143, 'mistral_8b': 0.5714285714285714, 'qwen3_5_0_8b': 0.5714285714285714, 'qwen3_5_27b': 0.8571428571428571, 'qwen3_5_2b': 0.5714285714285714, 'qwen3_5_4b': 0.42857142857142855, 'qwen3_5_9b': 0.7142857142857143}"
arc186_a,arc186_a,hard,atcoder,5.204579830169678,12.214741706848145,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",0.6681959629058838,1.024893045425415,0.0,1,"{'claude_haiku_4_5': 0.0, 'mistral_14b': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0}"
3416,3416,medium,leetcode,5.185157775878906,10.536537170410156,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",-5.861871242523193,3.357903003692627,0.0,1,"{'claude_haiku_4_5': 1.0, 'mistral_14b': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0}"
2921,2921,hard,leetcode,5.17557430267334,13.529037475585938,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",0.1257314682006836,2.1009488685859274,8.868406197356768,4,"{'claude_haiku_4_5': 0.25, 'mistral_14b': 0.75, 'mistral_3b': 0.75, 'mistral_8b': 0.75, 'qwen3_5_0_8b': 0.75, 'qwen3_5_27b': 0.25, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 0.25, 'qwen3_5_9b': 0.75}"
3502,3502,medium,leetcode,5.144207000732422,11.694242477416992,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",1.6420938968658447,6.495282173156738,0.0,1,"{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0}"
3799,3799,easy,leetcode,5.143513202667236,14.065783500671387,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",-1.931216835975647,1.1510897494773549,2.4085094750750566,2,"{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.5, 'mistral_3b': 0.5, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 0.5, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 0.5}"
arc192_d,arc192_d,hard,atcoder,5.102510929107666,12.548338890075684,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",-6.575699806213379,1.5312585830688477,0.0,1,"{'claude_haiku_4_5': 1.0, 'mistral_14b': None, 'mistral_3b': None, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 1.0}"
3721,3721,medium,leetcode,5.096369743347168,10.211143493652344,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",3.2741170823574066,2.112522709589791,3.0116422687143785,4,"{'claude_haiku_4_5': 0.5, 'mistral_14b': 0.25, 'mistral_3b': 0.5, 'mistral_8b': 0.5, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 0.25, 'qwen3_5_2b': 0.25, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 0.5}"
3031,3031,medium,leetcode,5.075478553771973,13.739752769470215,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",-8.319059610366821,1.3964155643110276,7.969836543718343,2,"{'claude_haiku_4_5': 1.0, 'mistral_14b': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.5}"
3464,3464,medium,leetcode,5.061376571655273,10.618997573852539,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",4.241760651270549,0.871247436698244,2.802910295558896,3,"{'claude_haiku_4_5': 0.0, 'mistral_14b': 0.3333333333333333, 'mistral_3b': 0.3333333333333333, 'mistral_8b': 0.3333333333333333, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 0.6666666666666666, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.6666666666666666, 'qwen3_5_9b': 0.3333333333333333}"
3104,3104,medium,leetcode,4.97839879989624,12.682364463806152,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",-2.8767175376415253,2.0757837101240706,4.987324966235418,2,"{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.5, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 1.0}"
2916,2916,medium,leetcode,4.943298816680908,10.866255760192871,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",0.6424168944358826,0.8752914071083069,0.0,1,"{'claude_haiku_4_5': 1.0, 'mistral_14b': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0}"
3760,3760,medium,leetcode,4.93515157699585,8.613120079040527,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",-1.409881353378296,0.890673213205176,2.1927774592241644,2,"{'claude_haiku_4_5': 1.0, 'mistral_14b': 1.0, 'mistral_3b': 0.5, 'mistral_8b': 0.5, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 0.5}"
3526,3526,medium,leetcode,4.9344096183776855,10.875383377075195,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",1.3860698342323303,0.5258614041223835,0.013141977421575912,2,"{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.0, 'mistral_3b': 1.0, 'mistral_8b': 0.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_27b': 0.5, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 1.0}"
abc342_e,abc342_e,hard,atcoder,4.929436683654785,11.430639266967773,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",-4.234195249421256,2.0508893442765115,5.577191025869662,7,"{'claude_haiku_4_5': 0.8571428571428571, 'mistral_14b': 0.8571428571428571, 'mistral_3b': 0.5714285714285714, 'mistral_8b': 0.8571428571428571, 'qwen3_5_0_8b': 0.5714285714285714, 'qwen3_5_27b': 0.7142857142857143, 'qwen3_5_2b': 0.5714285714285714, 'qwen3_5_4b': 0.5714285714285714, 'qwen3_5_9b': 0.7142857142857143}"
3522,3522,medium,leetcode,4.924654483795166,12.709882736206055,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",-6.040530204772949,5.458930492401123,0.0,1,"{'claude_haiku_4_5': 1.0, 'mistral_14b': 1.0, 'mistral_3b': 0.0, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0}"
arc186_d,arc186_d,hard,atcoder,4.898825168609619,11.663267135620117,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",-2.8069558143615723,2.693607743095549,4.4746382246923915,3,"{'claude_haiku_4_5': 1.0, 'mistral_14b': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 0.6666666666666666, 'qwen3_5_0_8b': 0.6666666666666666, 'qwen3_5_27b': 0.6666666666666666, 'qwen3_5_2b': 0.6666666666666666, 'qwen3_5_4b': 0.3333333333333333, 'qwen3_5_9b': 0.6666666666666666}"
3701,3701,hard,leetcode,4.896914005279541,12.610650062561035,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",-5.779340744018555,3.3059873580932617,0.0,1,"{'claude_haiku_4_5': 1.0, 'mistral_14b': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 1.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0}"
3000,3000,medium,leetcode,4.89034366607666,9.564043045043945,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",1.0729900201161702,0.39724815009489123,2.9989175504574863,6,"{'claude_haiku_4_5': 0.5, 'mistral_14b': 0.5, 'mistral_3b': 0.5, 'mistral_8b': 0.5, 'qwen3_5_0_8b': 0.16666666666666666, 'qwen3_5_27b': 0.8333333333333334, 'qwen3_5_2b': 0.3333333333333333, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 0.6666666666666666}"
3498,3498,medium,leetcode,4.88112211227417,10.869807243347168,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",1.0023568272590637,0.4171144607287776,0.9977826432252725,4,"{'claude_haiku_4_5': 0.5, 'mistral_14b': 0.5, 'mistral_3b': 0.75, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 0.75, 'qwen3_5_2b': 0.5, 'qwen3_5_4b': 0.25, 'qwen3_5_9b': 0.5}"
3153,3153,hard,leetcode,4.869481086730957,11.732963562011719,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",2.2744133472442627,0.9167662858963013,0.0,1,"{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 1.0, 'qwen3_5_9b': 1.0}"
2848,2848,medium,leetcode,4.860385417938232,10.696382522583008,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",-2.8963623046875,1.2632763385772705,0.0,1,"{'claude_haiku_4_5': 1.0, 'mistral_14b': 1.0, 'mistral_3b': 1.0, 'mistral_8b': 1.0, 'qwen3_5_0_8b': 1.0, 'qwen3_5_27b': 1.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0}"
3414,3414,hard,leetcode,4.856320381164551,11.818414688110352,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",-1.0929171244303386,1.919730540176644,6.57876707503704,6,"{'claude_haiku_4_5': 0.8333333333333334, 'mistral_14b': 0.5, 'mistral_3b': 0.5, 'mistral_8b': 0.5, 'qwen3_5_0_8b': 0.3333333333333333, 'qwen3_5_27b': 0.6666666666666666, 'qwen3_5_2b': 0.6666666666666666, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 0.6666666666666666}"
abc311_d,abc311_d,medium,atcoder,4.853011608123779,9.483860969543457,"{'claude_haiku_4_5': 0.0, 'mistral_3b': 0.0, 'mistral_8b': 0.0, 'mistral_14b': 0.0, 'qwen3_5_0_8b': 0.0, 'qwen3_5_2b': 0.0, 'qwen3_5_4b': 0.0, 'qwen3_5_9b': 0.0, 'qwen3_5_27b': 0.0}",-1.842570722103119,1.5861602285483318,3.7707396554873576,4,"{'claude_haiku_4_5': 1.0, 'mistral_14b': 0.75, 'mistral_3b': 0.5, 'mistral_8b': 0.75, 'qwen3_5_0_8b': 0.5, 'qwen3_5_27b': 0.5, 'qwen3_5_2b': 0.25, 'qwen3_5_4b': 0.5, 'qwen3_5_9b': 0.5}"
